edge,includes,includedby,sum
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSlaveEmitterTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSineForceAffector.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSineForceAffector.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/BugsTest/BugsTest.h,1,17,18
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/BugsTest/Bug-624.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUCollisionAvoidanceAffector.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUDoStopSystemEventHandlerTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/ExtensionExport.h,0,20,20
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/tests.h,72,1,73
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/Scene3DTest/Scene3DTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUPositionEmitterTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/ShaderCache.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUEmitter.h,3,15,18
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnRandomObserver.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnRandomObserver.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/BugsTest/Bug-886.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UIListViewTest/UIListViewTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UIListViewTest/UIListViewTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/2d/CCSpriteFrameCache.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUVortexAffectorTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUVortexAffectorTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/TexturePackerEncryptionTest/TextureAtlasEncryptionTest.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/TexturePackerEncryptionTest/TextureAtlasEncryptionTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/ActionsTest/ActionsTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUBoxColliderTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUBoxCollider.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/VisibleRect.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/VisibleRect.h,0,2,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUParticleSystem3D.cpp,13,0,13
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUAffector.h,1,29,30
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/GUI/CCControlExtension/CCControlExtensions.h,7,1,8
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/GUI/CCControlExtension/CCControlColourPicker.h,5,2,7
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUMaterialTranslator.h,2,2,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPULineAffectorTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/physics/CCPhysicsContact.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/TileMapTest/TileMapTest.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/testResource.h,0,42,42
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/2d/CCParticleSystemQuad.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/base/CCEventFocus.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUAffectorTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUPathFollower.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUPathFollower.h,2,3,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UITextBMFontTest/UITextBMFontTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UITextBMFontTest/UITextBMFontTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnExpireObserverTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/CCParticle3DAffector.h,0,3,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/Device.h,9,4,13
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/ShaderCache.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/JNITest/JNITest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/cocos-ext.h,14,18,32
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/GUI/CCScrollView/CCScrollView.h,2,3,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/base/CCEventListenerCustom.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUJetAffector.h,2,3,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/math/CCGeometry.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/NewEventDispatcherTest/NewEventDispatcherTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/NewEventDispatcherTest/NewEventDispatcherTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/LightTest/LightTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/BaseTest.h,1,74,75
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/SpriteTest/SpriteTest.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/base/CCRef.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/opengl/RenderPipelineGL.h,2,3,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/RenderPipeline.h,2,2,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSineForceAffectorTranslator.cpp,5,0,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UIScene.h,1,23,24
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/opengl/CommandBufferGL.cpp,6,0,6
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/opengl/CommandBufferGL.h,2,2,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUDoExpireEventHandlerTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUDoExpireEventHandler.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSphereSurfaceEmitter.cpp,3,0,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUScaleAffectorTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPURendererTranslator.cpp,3,0,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/PerformanceScenarioTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/PerformanceScenarioTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/GUI/CCControlExtension/CCControlStepper.h,2,2,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/WindowTest/WindowTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUObserverTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UITabControlTest/UITabControlTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UITabControlTest/UITabControlTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/2d/CCFontFNT.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUTextureAnimatorTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUScaleVelocityAffector.h,2,3,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSineForceAffectorTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UILayoutTest/UILayoutTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UILayoutTest/UILayoutTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/2d/CCActionProgressTimer.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSphereColliderTranslator.cpp,5,0,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSphereColliderTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/ExtensionMacros.h,0,12,12
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/opengl/DeviceGL.cpp,9,0,9
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/ConsoleTest/ConsoleTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/3d/CCMeshSkin.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/ExtensionsTest/TableViewTest/TableViewTestScene.cpp,3,0,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/ExtensionsTest/ExtensionsTest.h,0,7,7
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UITextTest/UITextTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UITextTest/UITextTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-empty-test/proj.win32/main.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-empty-test/Classes/AppDelegate.h,0,4,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/CocosGUIScene.cpp,23,0,23
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/physics-nodes/CCPhysicsSprite.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/physics-nodes/CCPhysicsSprite.h,2,2,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUVortexAffector.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUVortexAffector.h,2,3,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/PerformanceTextureTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/PerformanceTextureTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnQuotaObserver.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUInterParticleCollider.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUInterParticleCollider.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/FontTest/FontTest.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/FontTest/FontTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPULineAffector.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/ExtensionsTest/ExtensionsTest.cpp,7,0,7
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/ExtensionsTest/NetworkTest/WebSocketTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/GUI/CCControlExtension/CCControlSaturationBrightnessPicker.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPULineEmitterTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPULineEmitter.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUScaleAffectorTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUObserverManager.cpp,12,0,12
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUBoxEmitterTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUBaseCollider.h,1,7,8
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/ParallaxTest/ParallaxTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUListener.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUListener.h,0,6,6
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUDoFreezeEventHandlerTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUDoFreezeEventHandlerTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/MotionStreakTest/MotionStreakTest.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UITextFieldTest/UITextFieldTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/Camera3DTest/Camera3DTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/Camera3DTest/Camera3DTest.h,2,2,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUPlaneColliderTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnQuotaObserver.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/Texture2dTest/Texture2dTest.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/Texture2dTest/Texture2dTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUBoxCollider.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUDoEnableComponentEventHandlerTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/EffectsTest/EffectsTest.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUSphereSurfaceEmitterTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/controller.cpp,3,0,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/performance-tests/Classes/tests/controller.h,0,2,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/BillBoardTest/BillBoardTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnEmissionObserver.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnEmissionObserver.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/NewRendererTest/NewRendererTest.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/NewRendererTest/NewRendererTest.h,1,2,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnPositionObserverTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnPositionObserverTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/templates/cpp-template-default/proj.linux/main.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/templates/cpp-template-default/Classes/AppDelegate.h,0,2,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/3d/CCSprite3DMaterial.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/CCParticle3DAffector.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/CCParticleSystem3D.h,0,8,8
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnCollisionObserverTranslator.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUColorAffector.cpp,2,0,2
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUColorAffector.h,1,3,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPURender.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPURender.h,1,4,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/UIScene.cpp,4,0,4
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/tests/cpp-tests/Classes/UITest/CocoStudioGUITest/CocosGUIScene.h,0,3,3
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/RenderPassDescriptor.h,2,3,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/renderer/backend/Types.h,1,15,16
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUObserverManager.h,13,3,16
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/extensions/Particle3D/PU/CCPUOnRandomObserverTranslator.h,3,2,5
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/templates/cpp-template-default/proj.win32/main.cpp,1,0,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/templates/cpp-template-default/proj.win32/main.h,0,1,1
/media/ullmann/HDDGabriel/research/engines/cocos2d-x/cocos/2d/CCTileMapAtlas.h,0,1,1
